,index,Age,Height,Job,Location,Sports,Sex,Longtitude,latitude,Name
262,262,>30,162.0,teacher,"san mateo, california",basketball,Female,21.23474556752169,105.94395581140284,Heidi Reese
263,263,>30,166.0,other,"san francisco, california",tennis,Female,21.18854170290577,105.90589790877556,Jonathan Camacho
264,264,>30,167.0,other,"burlingame, california",swimming,Male,21.281475286883087,106.00539502238563,Jonathan Newman
265,265,25-30,162.0,other,"oakland, california",tennis,Female,21.20361907564823,105.74526984502559,Mark Jackson
266,266,>30,169.0,other,"san mateo, california",tennis,Female,21.297571569984967,105.88765272414932,Daniel Hernandez
267,267,>30,169.0,engineer,"berkeley, california",tennis,Male,21.187213303008093,105.83968799498615,Christian Bryant
268,268,>30,164.0,seller,"san francisco, california",football,Female,20.92313724365169,105.78547705748674,Ryan Young
269,269,20-24,162.0,seller,"san francisco, california",badminton,Female,21.31404219249305,106.01909795990773,Sean Collins
270,270,25-30,170.0,engineer,"san francisco, california",badminton,Male,21.326650836361708,105.98524285217411,Matthew Morrison
271,271,25-30,164.0,other,"oakland, california",badminton,Female,20.93843367860449,105.75504928760948,Kimberly Gilbert
272,272,>30,163.0,other,"corte madera, california",tennis,Female,20.93071813770896,106.01439321876737,Michelle Gardner
273,273,25-30,167.0,other,"san francisco, california",football,Female,21.239326347196716,105.91195234103118,Angela Perry
274,274,25-30,168.0,doctor,"san francisco, california",football,Male,21.35172567139843,105.8273573729255,Paul Vega
275,275,>30,167.0,engineer,"berkeley, california",tennis,Male,20.9844671131338,105.91892737530999,Carol Mendoza
276,276,25-30,165.0,seller,"south san francisco, california",football,Female,21.041796525573176,105.74620612560159,Laurie Lopez
277,277,>30,167.0,doctor,"san francisco, california",tennis,Female,21.042196458827775,105.87032308504133,Anthony Frost
278,278,>30,164.0,other,"san rafael, california",basketball,Female,21.208487224399963,105.83514810263097,James Lozano
279,279,25-30,171.0,seller,"mill valley, california",football,Female,21.12653626378715,105.98051238790771,Abigail Young
280,280,25-30,180.0,other,"hayward, california",tennis,Male,21.116097459575464,106.03297649138698,Sean Davis
281,281,>30,160.0,other,"menlo park, california",tennis,Female,21.145809691163194,105.82414435614072,David Bell
282,282,>30,171.0,other,"oakland, california",tennis,Male,21.375930360243586,106.00087449552463,Denise Wright
283,283,>30,169.0,other,"san francisco, california",swimming,Male,21.327558173320643,105.89197553189312,Christine Jones
284,284,20-24,167.0,seller,"oakland, california",badminton,Female,21.378581567898994,105.78825771881422,Nicholas Miller
285,285,>30,164.0,seller,"albany, california",basketball,Female,21.155126853419432,105.80869065174188,Kenneth Lewis
286,286,25-30,162.0,seller,"san francisco, california",tennis,Female,21.003717865568145,105.93214276840916,Jordan Rodriguez
287,287,>30,163.0,other,"san rafael, california",tennis,Female,21.16151761133328,105.81957105074501,Joseph Gomez
288,288,20-24,161.0,seller,"san francisco, california",tennis,Female,21.175079866946124,105.7968736276518,Jonathan Patterson
289,289,<20,169.0,seller,"pleasant hill, california",football,Male,20.894124160025537,105.84159646955408,Amy Foster
290,290,25-30,176.0,other,"berkeley, california",tennis,Male,20.91995454962663,105.98169635765112,Denise Kemp
291,291,>30,170.0,other,"san francisco, california",football,Male,21.199646608010433,105.73963965394817,Katrina Brady
292,292,25-30,172.0,engineer,"san francisco, california",football,Male,21.233895392800093,105.90739874981664,Daniel Jimenez
293,293,>30,163.0,other,"berkeley, california",tennis,Female,21.262229401913608,105.84708649169546,Tracy Sullivan
294,294,20-24,169.0,doctor,"oakland, california",swimming,Male,20.98696644257888,105.85278830116202,Joseph Perry
295,295,>30,172.0,seller,"walnut creek, california",football,Male,21.375508204802482,105.8082739724326,Brian Reyes
296,296,>30,170.0,accounting,"san leandro, california",football,Male,21.342931539663702,105.89116330978442,Megan Moore
297,297,25-30,173.0,doctor,"san francisco, california",football,Male,20.884177671600774,105.81853641704411,William Wright
298,298,>30,162.0,other,"san francisco, california",tennis,Female,21.24092929620502,105.78128954242175,Logan Thompson
299,299,>30,162.0,other,"oakland, california",tennis,Female,21.26845109987109,105.80945425860277,Jason Turner
300,300,>30,172.0,other,"oakland, california",tennis,Male,20.91193382778551,105.81471046449134,Sarah Taylor
301,301,>30,166.0,teacher,"castro valley, california",badminton,Female,20.968153688626455,105.99890041447846,Laura Hale
302,302,>30,165.0,other,"san francisco, california",tennis,Female,21.284266003418637,106.01631908076425,Lindsey Cruz
303,303,25-30,170.0,other,"san francisco, california",tennis,Male,21.054122649441585,105.88273126589245,Jeanne Valencia
304,304,>30,171.0,other,"san francisco, california",badminton,Male,21.27393902147133,105.9825928413446,Justin Palmer
305,305,>30,171.0,other,"berkeley, california",table_tenis,Female,21.120294276391352,105.81160577201766,Brian Lee
306,306,>30,164.0,teacher,"vallejo, california",football,Female,20.894015498006507,105.86133186700847,Jorge Espinoza
307,307,>30,163.0,other,"san francisco, california",tennis,Female,21.19398345966034,105.8361472770411,Alyssa Hall
308,308,>30,175.0,other,"san francisco, california",tennis,Male,21.312753014658515,105.86611792502077,Stephen Moore
309,309,25-30,170.0,teacher,"el cerrito, california",tennis,Male,21.048900248768188,105.99674025340073,Frances Williams
310,310,>30,173.0,other,"redwood city, california",swimming,Male,20.903301085152542,105.91500367719183,Chelsea Campbell
311,311,>30,168.0,other,"san francisco, california",football,Male,21.288374129254024,105.94118987958679,Becky Weiss
312,312,25-30,169.0,other,"berkeley, california",basketball,Male,20.91949734235596,105.73784245628688,Joanna Roberson
313,313,>30,164.0,other,"burlingame, california",tennis,Female,21.16953736773359,105.8123086543193,Sarah Mcintyre
314,314,>30,168.0,other,"san francisco, california",football,Male,21.042758516421667,105.84404371229967,Ricardo King
315,315,>30,168.0,engineer,"mountain view, california",tennis,Female,21.204670005259747,105.89049456165706,Phyllis Munoz
316,316,>30,174.0,other,"berkeley, california",swimming,Male,21.146008195248097,105.87248969922335,Brandon Olson
317,317,25-30,161.0,seller,"redwood city, california",tennis,Female,21.331592176749574,105.95497707484128,Cory Ross
318,318,>30,166.0,other,"novato, california",basketball,Female,20.90127949895324,105.90711242642543,Kelly Deleon
319,319,>30,162.0,doctor,"san francisco, california",tennis,Female,21.35176759674083,105.97898152340386,Vicki Bentley
320,320,>30,167.0,teacher,"berkeley, california",basketball,Female,20.933817740873824,105.85151657883026,Jonathan Gomez
321,321,>30,172.0,other,"oakland, california",tennis,Male,21.096889201185938,105.98023750413566,Scott Smith
322,322,<20,167.0,student,"san francisco, california",tennis,Female,21.218149175526783,105.8091968821025,Michelle James
323,323,>30,164.0,other,"san carlos, california",tennis,Female,21.144252409019938,105.88065891234083,Joseph Roy
324,324,>30,168.0,doctor,"san francisco, california",badminton,Female,21.35032124771526,105.89583073870973,Michelle Patrick
325,325,>30,163.0,doctor,"san francisco, california",football,Female,21.131261907991874,105.79838086857673,Laura Rivers
326,326,20-24,169.0,engineer,"san francisco, california",badminton,Male,21.168027996023717,105.84762897980718,Shane Smith
327,327,>30,168.0,seller,"san francisco, california",tennis,Female,20.910848145806657,105.77156961144696,Samuel Maldonado
328,328,>30,165.0,other,"mill valley, california",tennis,Female,21.17657146052996,105.94650375258027,Jonathan Walker
329,329,>30,166.0,other,"san francisco, california",football,Male,21.378908019904777,105.92982530318248,Michael Hawkins
330,330,>30,162.0,other,"vallejo, california",football,Female,20.908432409536545,105.88787283435823,Jeffrey Rubio
331,331,>30,172.0,other,"san francisco, california",tennis,Male,21.06972638990216,105.79257295723089,Richard Rasmussen
332,332,20-24,170.0,seller,"san francisco, california",football,Male,20.988360414033362,105.92555700082637,Jeffrey Wiggins
333,333,<20,169.0,student,"san mateo, california",tennis,Male,21.133156598518745,105.97401771047076,Patrick Webster
334,334,>30,164.0,seller,"san francisco, california",tennis,Female,20.967891304108285,105.9209400264872,Patricia Hart
335,335,>30,163.0,other,"walnut creek, california",tennis,Female,21.209480265131216,105.91562365194402,Jennifer Conner
336,336,20-24,160.0,doctor,"san lorenzo, california",volleyball,Female,21.190485267168935,105.78364035490512,Susan Rogers
337,337,>30,165.0,other,"san francisco, california",tennis,Female,21.12032464404242,105.83155296487418,Danielle Jordan
338,338,>30,167.0,accounting,"san francisco, california",badminton,Female,21.1877113537348,105.8364533019144,Michael Miller
339,339,>30,172.0,doctor,"san francisco, california",tennis,Male,21.296143660200276,105.9011383862025,Donna Wilson
340,340,25-30,171.0,other,"san francisco, california",tennis,Male,20.986999374080742,105.85147790479371,Michael Hughes
341,341,>30,173.0,engineer,"san carlos, california",badminton,Male,21.011428733011957,105.94476412466693,Carl Johnson
342,342,>30,168.0,other,"oakland, california",football,Male,20.992092992028077,105.89805047665206,Aaron Sanders
343,343,25-30,162.0,other,"san francisco, california",tennis,Female,21.115072096555583,105.88892920280388,Emily Bean
344,344,20-24,169.0,other,"novato, california",tennis,Male,21.2934267015371,105.7488013893085,Ashley Dixon
345,345,>30,171.0,other,"san francisco, california",tennis,Male,21.284395475194664,105.88524305014604,Timothy Brown
346,346,>30,166.0,seller,"menlo park, california",football,Female,21.05202546915962,105.91152328721914,Edward Sanchez
347,347,<20,172.0,student,"belmont, california",tennis,Male,20.943422625020993,106.01289189558652,Alexander Perez
348,348,>30,168.0,other,"richmond, california",football,Male,20.91762871662638,105.9812802536414,Stephen Baker
349,349,>30,173.0,doctor,"pacifica, california",badminton,Male,21.259311934679026,105.96263240078781,Courtney Green
350,350,>30,167.0,other,"san francisco, california",tennis,Male,21.189385162158285,105.77520009802927,Julian Wilson
351,351,25-30,175.0,other,"emeryville, california",badminton,Male,20.967084819659572,106.0205691657874,Zachary Lewis
352,352,>30,174.0,teacher,"berkeley, california",tennis,Male,20.977983978646865,105.80061919861974,Nathan Santos
353,353,>30,174.0,student,"redwood city, california",tennis,Male,20.96429419172321,105.79140389486639,Christopher Lucas
354,354,>30,168.0,other,"hayward, california",tennis,Female,21.321151589331308,105.76635425068818,Terri Anderson
355,355,25-30,164.0,seller,"san francisco, california",football,Female,21.339127619183316,105.87830331866748,Cassandra Turner
356,356,25-30,175.0,engineer,"san francisco, california",badminton,Male,21.097575696540513,105.84621996380615,Laurie Wright
357,357,>30,163.0,other,"foster city, california",swimming,Female,21.137560459795477,105.82485906564955,Jeffery Nguyen
358,358,>30,165.0,other,"san francisco, california",tennis,Female,21.373265527428444,105.84291935874928,Michael Contreras
359,359,>30,172.0,other,"redwood city, california",football,Male,21.362616367684733,105.92482553037273,Linda Phillips
360,360,>30,168.0,seller,"oakland, california",tennis,Female,20.979260543509724,105.87283674157298,Annette Mccarthy
361,361,>30,169.0,other,"san rafael, california",tennis,Female,20.922655123477593,105.97158249932126,Barbara Wilson
362,362,25-30,173.0,other,"san francisco, california",tennis,Male,21.126955903483843,105.79872974770193,Jeremy Welch
363,363,20-24,170.0,other,"san francisco, california",football,Male,21.149845464406294,105.97911975063147,Eric Phillips
364,364,>30,169.0,seller,"alameda, california",tennis,Male,20.902713674080225,105.85114968996594,Brenda Mccoy
365,365,>30,173.0,other,"san francisco, california",football,Male,21.34382855962722,105.97181612037356,Terry Ford
366,366,>30,169.0,teacher,"san mateo, california",football,Male,21.134867373576714,105.78762471025475,Keith Wells
367,367,>30,171.0,engineer,"menlo park, california",tennis,Male,20.962035940784585,105.99682881440822,Matthew Skinner
368,368,25-30,173.0,other,"san francisco, california",football,Male,21.103426038597824,105.78788120881583,Colleen Rodgers
369,369,25-30,163.0,engineer,"hercules, california",badminton,Female,21.274154533483575,106.0157351459126,Seth Bernard
370,370,25-30,167.0,other,"san francisco, california",football,Male,20.995364578463956,106.02827310900045,Jorge Blanchard
371,371,20-24,164.0,teacher,"san francisco, california",tennis,Female,21.227109290258063,105.83074006091547,Paul Yates
372,372,>30,171.0,other,"oakland, california",tennis,Male,21.179450820936815,105.80125079306175,Diana Patterson
373,373,25-30,172.0,seller,"san francisco, california",football,Male,21.05889847412969,105.86004588353913,Richard Hicks
374,374,>30,174.0,other,"mountain view, california",football,Male,21.001185601566938,105.91250156245808,Jeffrey Mendez
375,375,>30,172.0,other,"alameda, california",football,Male,20.954664331180073,105.77641331440942,Nathan Cooper
376,376,20-24,171.0,other,"san francisco, california",tennis,Male,21.160915361110927,105.91915548500283,Jessica Taylor
377,377,>30,164.0,other,"san francisco, california",tennis,Female,20.89742096028718,105.9562522002456,Jared Rodriguez
378,378,>30,166.0,accounting,"san francisco, california",tennis,Female,20.98554777590714,105.73562391167188,Katie Kim
379,379,>30,174.0,teacher,"berkeley, california",volleyball,Male,21.08884633297702,105.9573016891906,Mallory Myers
380,380,>30,168.0,seller,"mountain view, california",football,Male,21.14692244460747,106.02556156882956,Pamela Jackson
381,381,25-30,170.0,student,"san francisco, california",football,Female,21.141898808823022,105.7768441441974,Deborah Beasley
382,382,>30,168.0,other,"oakland, california",basketball,Male,21.075228594053765,105.78127302210028,Mallory Williams
383,383,>30,176.0,other,"san francisco, california",tennis,Male,20.89895037380595,106.00171255846293,Charles Jackson
384,384,>30,172.0,student,"san francisco, california",tennis,Male,20.926291983710417,105.86559770872574,Samantha Landry
385,385,>30,170.0,accounting,"san francisco, california",football,Male,21.02597534071125,105.99658135368117,Sarah James
386,386,>30,167.0,other,"oakland, california",tennis,Male,21.1386149817655,105.98858347206584,Joel Lawrence
387,387,>30,164.0,other,"san francisco, california",tennis,Male,20.91332785438684,105.84094197904001,James Burns
388,388,>30,168.0,seller,"daly city, california",football,Male,21.03200976507435,105.8210965446413,Brandy Nelson
389,389,20-24,166.0,student,"san francisco, california",football,Female,21.217979668975758,105.96598602474121,Jeffrey Henry
390,390,>30,169.0,other,"palo alto, california",badminton,Male,21.220202593960533,105.81907337775039,Yvette Morales
391,391,>30,172.0,engineer,"novato, california",football,Male,20.925226754716228,105.94822314071146,Colton Salinas
392,392,>30,161.0,accounting,"pacifica, california",swimming,Female,21.36801110143871,105.92408109850149,Jacqueline Terry
393,393,>30,174.0,engineer,"san francisco, california",tennis,Male,21.273649958888956,105.81562953610941,Bradley Davis
394,394,>30,164.0,other,"oakland, california",badminton,Female,21.01916819584111,105.74380587946473,John Thompson
395,395,>30,166.0,doctor,"berkeley, california",basketball,Female,20.890742829636807,105.86264066668942,James Mitchell
396,396,>30,173.0,other,"san francisco, california",tennis,Male,21.121763266888163,105.99715725312619,Lawrence Mcclain
397,397,>30,176.0,doctor,"berkeley, california",tennis,Male,21.339331770457587,105.76585916663089,Amy Hamilton
398,398,>30,171.0,other,"san francisco, california",table_tenis,Male,21.174194237045782,105.95776623167886,John Ramirez
399,399,>30,169.0,seller,"san francisco, california",football,Male,21.235597107534506,106.01892072001878,Tina Watson
400,400,25-30,171.0,other,"orinda, california",football,Male,21.353644751658592,105.87789662668423,Dawn Wiley
401,401,25-30,171.0,teacher,"san francisco, california",badminton,Male,21.270221412977826,105.89530585567014,Donald Simmons
402,402,20-24,191.0,other,"san francisco, california",tennis,Female,21.296702309626195,105.83284919974085,Amy Hogan
403,403,>30,174.0,teacher,"menlo park, california",tennis,Male,20.97249781314346,105.9019637763234,Glenn Estrada
404,404,>30,162.0,other,"walnut creek, california",tennis,Female,21.175847497343604,105.84765491292585,Nichole Peterson
405,405,>30,167.0,other,"berkeley, california",basketball,Female,21.169775373855217,105.91503239884328,Hunter Shaw
406,406,20-24,162.0,other,"oakland, california",badminton,Female,21.02353170938127,105.90151929013673,Michael Rangel
407,407,25-30,171.0,other,"san francisco, california",football,Male,21.29291557016821,105.7781123821791,Jill Sanchez
408,408,>30,170.0,other,"oakland, california",football,Male,21.22625698719259,105.92039529575453,James Rose
409,409,25-30,172.0,engineer,"santa cruz, california",badminton,Male,21.105015680149094,106.03086079731328,Brian Brown
410,410,>30,172.0,engineer,"palo alto, california",table_tenis,Male,21.086501600612483,105.91525457521132,Jacqueline Sanchez
411,411,>30,164.0,other,"vallejo, california",table_tenis,Female,21.057491450742667,105.82667659941035,William Logan
412,412,>30,172.0,other,"redwood city, california",tennis,Male,21.283319943110893,105.99675343549936,Hannah Clark
413,413,20-24,168.0,other,"palo alto, california",football,Male,21.204201160914362,106.00707611831865,Kari Yoder
414,414,>30,168.0,other,"san rafael, california",tennis,Female,21.134275262722653,106.01984380323428,Carl Davis
415,415,>30,171.0,engineer,"hayward, california",tennis,Male,21.247134448656883,105.99092862901361,Walter Gill
416,416,>30,166.0,seller,"oakland, california",football,Male,21.157798091085386,105.82694060821862,Dawn Smith
417,417,>30,167.0,other,"alameda, california",tennis,Male,21.33501471889025,105.83145692938771,Tina Smith
418,418,>30,168.0,seller,"menlo park, california",table_tenis,Female,21.182944820451752,105.88188851141209,Craig Leblanc
419,419,25-30,161.0,teacher,"san francisco, california",tennis,Female,21.193313593325385,105.78384037704905,Alexa Gibson
420,420,>30,173.0,other,"san francisco, california",tennis,Female,21.361699391228235,105.84120192454795,Nicholas Salinas
421,421,>30,171.0,other,"san francisco, california",tennis,Male,20.982168363180218,105.87250411258108,Eric Pugh
422,422,>30,171.0,other,"san francisco, california",tennis,Male,21.053930545221107,105.88927026155335,Jose Tucker
423,423,>30,164.0,doctor,"oakland, california",swimming,Female,21.043942428548323,105.8298267829778,Phillip Kim
424,424,25-30,172.0,other,"san francisco, california",football,Male,21.204757069223195,105.9883082954982,Caleb Mendez
425,425,>30,167.0,engineer,"oakland, california",basketball,Female,21.08356972051723,105.74136277027442,Kyle Chambers
426,426,>30,165.0,seller,"san francisco, california",football,Female,21.110957287781645,105.99855071359109,Mary Cabrera
427,427,>30,174.0,seller,"oakland, california",football,Male,21.05834546149017,105.99596840931862,Heather Obrien
428,428,25-30,168.0,engineer,"san francisco, california",football,Male,20.97454911006539,105.7543776147128,Kristin Watson
429,429,20-24,161.0,seller,"berkeley, california",football,Female,21.08062802882238,105.94319490668347,Ronald Juarez
430,430,>30,171.0,other,"san francisco, california",tennis,Male,21.257971943272732,105.73522201765466,Charlene Obrien
431,431,25-30,167.0,engineer,"san francisco, california",table_tenis,Male,20.946839114773898,105.89112955925953,Mrs. Sarah Smith
432,432,>30,165.0,other,"san francisco, california",tennis,Male,20.999838276169196,106.01108411222341,Samuel Pruitt
433,433,25-30,179.0,student,"oakland, california",football,Male,20.96950340961535,105.99233105990257,James James
434,434,>30,161.0,other,"palo alto, california",football,Female,21.272026038263146,105.76603107353984,Isaac Moore
435,435,25-30,166.0,other,"san francisco, california",badminton,Female,21.215484274389098,105.88546736959907,Amy Kelly
436,436,>30,176.0,other,"san mateo, california",tennis,Male,21.197117936877735,105.99042512297179,Jacob Alexander
437,437,20-24,169.0,engineer,"alameda, california",volleyball,Male,21.053557632000757,105.82084684166348,Daniel Thompson
438,438,25-30,170.0,other,"san francisco, california",table_tenis,Male,21.219392253344264,105.75351754916372,Laura Taylor
439,439,>30,165.0,doctor,"oakland, california",tennis,Female,20.913815139167305,105.81793458143123,Stacey Hodges
440,440,20-24,172.0,other,"san francisco, california",football,Male,21.10700588103746,105.8642170583826,Justin Smith
441,441,20-24,171.0,other,"oakland, california",football,Male,21.326983436973894,105.95191813200375,Tyler Jones
442,442,>30,171.0,other,"san francisco, california",tennis,Male,21.238945113628116,105.99859425151679,James Williams
443,443,>30,162.0,other,"san francisco, california",tennis,Female,21.002308556805573,105.90591176045446,Benjamin Smith
444,444,>30,170.0,other,"san francisco, california",football,Male,20.987695381722133,105.90682866667929,Zachary Goodwin
445,445,>30,172.0,seller,"oakland, california",tennis,Male,21.044130177367933,105.92406610953927,Amy Dunlap
446,446,25-30,170.0,teacher,"san francisco, california",football,Female,21.013446013946062,105.89884554203346,Candice Kelly
447,447,>30,169.0,other,"san francisco, california",table_tenis,Male,21.36779298029739,106.00566732821623,Frederick Dawson
448,448,25-30,171.0,other,"berkeley, california",tennis,Male,21.022995717895114,105.94360371518454,Victor Winters
449,449,>30,170.0,other,"walnut creek, california",tennis,Male,20.906192346458713,105.82290984691103,Carl Bennett
450,450,>30,165.0,teacher,"san francisco, california",tennis,Female,21.11680865809113,105.85198286175905,David Wiggins
451,451,>30,164.0,other,"san lorenzo, california",football,Female,21.06559589360903,105.85650576137417,Robert Velez
452,452,>30,168.0,other,"berkeley, california",tennis,Female,20.97869875499517,105.82746022717292,Donna Simmons
453,453,>30,168.0,other,"bolinas, california",football,Male,21.221728154367067,105.74216359215357,Kimberly Taylor
454,454,25-30,167.0,other,"san francisco, california",badminton,Male,20.987088864936567,105.77158573407422,Peter Bryant
455,455,>30,164.0,other,"san francisco, california",football,Female,21.377271874000673,105.888597915298,Donald Brown
456,456,>30,172.0,seller,"san mateo, california",football,Male,21.359769088960714,105.97696069745047,Paula Ponce
457,457,>30,161.0,other,"san francisco, california",football,Female,21.17539754053981,105.91033017418174,Hailey Santiago
458,458,>30,164.0,other,"berkeley, california",tennis,Female,21.251010379245503,105.96044232986075,Steven Thompson
459,459,>30,172.0,other,"san francisco, california",tennis,Male,21.338813308963847,105.94154533728398,Martha Wilkins
460,460,20-24,164.0,other,"san francisco, california",badminton,Female,21.106514024958393,105.85338078305666,Catherine Schmitt
461,461,>30,170.0,doctor,"san francisco, california",badminton,Male,21.29810096617303,105.90487614833408,Alexandria Hoffman
462,462,>30,163.0,other,"oakland, california",football,Female,20.969542722755918,105.89478336177534,Daniel Berry
463,463,>30,172.0,other,"san francisco, california",tennis,Male,21.333184661942827,105.87063494721144,Samantha Greene
464,464,<20,166.0,seller,"hayward, california",tennis,Male,20.96884222875492,105.74783938076622,Andrea Gonzalez
465,465,>30,165.0,seller,"san francisco, california",football,Male,21.277711476213337,105.83056165762015,Teresa Jones
466,466,20-24,164.0,student,"san francisco, california",swimming,Female,21.00795902439655,105.97499748218512,Erin Massey
467,467,>30,165.0,engineer,"san francisco, california",tennis,Female,21.252891635209288,105.88462911434824,Justin Ochoa
468,468,20-24,164.0,other,"oakland, california",badminton,Female,21.10646661692266,105.8772532315704,Anthony Perry
469,469,>30,164.0,other,"san francisco, california",tennis,Female,21.179981603682325,105.8144635446267,Laura Fuller
470,470,25-30,163.0,other,"hayward, california",football,Female,21.100781274987042,105.7600092435025,Benjamin Grant
471,471,>30,163.0,other,"oakland, california",badminton,Female,21.231002679539294,105.89988349468355,David Cole
472,472,>30,166.0,other,"mill valley, california",tennis,Female,21.264328993711445,105.95817943306888,Leon Dominguez
473,473,>30,170.0,engineer,"oakland, california",tennis,Male,20.888882812941308,105.95882255917677,Veronica Johnson
474,474,>30,170.0,other,"san francisco, california",tennis,Male,21.07802488379333,105.84953109749623,Nathan Jenkins
475,475,>30,167.0,other,"san francisco, california",tennis,Female,21.072714055867532,105.80095737300564,Justin Brooks
476,476,>30,170.0,other,"san francisco, california",tennis,Male,20.97577591973414,105.74877500112888,Adam Sherman
477,477,20-24,168.0,seller,"berkeley, california",football,Female,20.99267122611175,105.84964198848756,Bruce Huynh
478,478,>30,173.0,other,"berkeley, california",tennis,Male,20.97778636043433,105.94779920460921,Jonathan Harvey
479,479,>30,164.0,engineer,"san francisco, california",football,Female,21.14342165905359,105.76410086686958,David Reyes
480,480,>30,164.0,other,"san francisco, california",swimming,Female,21.37173017017568,106.01337710773277,Mark White
481,481,25-30,171.0,other,"oakland, california",football,Male,21.153890559019324,106.01117241738258,April Long
482,482,25-30,171.0,other,"san francisco, california",football,Male,21.119106649655816,105.82068704217507,Laura Martin
483,483,25-30,162.0,other,"san francisco, california",tennis,Female,20.95070047443567,105.99169872090408,Margaret Johnson
484,484,20-24,167.0,other,"san francisco, california",badminton,Male,20.98289241277298,105.87259982296175,Roger Mcconnell
485,485,>30,167.0,other,"alameda, california",tennis,Male,21.198339191053435,105.9557564857342,Anna Ellison
486,486,25-30,170.0,other,"san francisco, california",football,Male,21.02189114454781,105.97739480563106,David Jones
487,487,>30,166.0,other,"san francisco, california",tennis,Female,21.13276085467313,105.95382326547781,Kimberly Sims
488,488,20-24,172.0,other,"san francisco, california",tennis,Female,21.036930107413976,105.84793647288635,Julie Valenzuela
489,489,>30,170.0,seller,"oakland, california",tennis,Male,21.358211282696978,105.84269784426353,Christopher Moss
490,490,20-24,172.0,student,"san francisco, california",table_tenis,Male,21.27525549240862,105.86022565489876,Rachel Lewis
491,491,20-24,166.0,other,"san mateo, california",tennis,Female,21.198826167472706,106.02568274633025,Molly Brown
492,492,20-24,163.0,seller,"san francisco, california",tennis,Female,21.2619862111819,106.01887974534023,Matthew Taylor
493,493,>30,170.0,other,"san francisco, california",tennis,Male,21.269315646226055,105.90524665437218,Ashley Sparks
494,494,25-30,171.0,student,"berkeley, california",football,Male,21.02439287784723,105.89235716154978,Carrie Holland
495,495,>30,168.0,engineer,"san francisco, california",tennis,Male,20.968102467466213,105.84114173627923,Carrie Baker
496,496,>30,164.0,teacher,"san rafael, california",tennis,Male,21.327422424669113,105.86424415029836,Travis Price
497,497,25-30,170.0,other,"san francisco, california",football,Male,21.178385359191633,105.9435949401444,Bruce Cruz
498,498,20-24,168.0,other,"san francisco, california",tennis,Male,21.345808574594212,105.75277427818206,Justin Clay
499,499,>30,169.0,seller,"san francisco, california",football,Female,20.884243208847685,105.98919847125897,Victoria Thomas
500,500,20-24,174.0,seller,"san francisco, california",football,Male,20.940196994902987,105.78250341548657,Kayla Smith
501,501,>30,172.0,other,"san francisco, california",football,Male,20.891077311747463,105.8785993744753,Olivia Howard
502,502,>30,175.0,developer,"san francisco, california",tennis,Male,20.98015071730236,105.87765314647044,Matthew Jimenez
503,503,>30,165.0,accounting,"mill valley, california",tennis,Female,21.128192047481857,105.78500030267573,Gregory Miller
504,504,<20,173.0,student,"sausalito, california",tennis,Male,21.146030113091705,105.86925469485611,Karen Chavez
505,505,25-30,169.0,seller,"millbrae, california",badminton,Male,21.017570967628217,105.86670635686028,Sonya Collins
506,506,>30,162.0,other,"menlo park, california",tennis,Female,20.95297078745821,105.87302510946924,Kendra Powers
507,507,25-30,164.0,other,"palo alto, california",tennis,Female,21.249089525779056,105.80554928390391,Nicholas Thornton
508,508,>30,168.0,doctor,"san francisco, california",football,Female,21.31555853324611,105.93129737863082,Andrew Nelson
509,509,>30,170.0,seller,"oakland, california",football,Male,21.326642724577404,105.81525165062028,Mary Cunningham
510,510,20-24,167.0,other,"oakland, california",football,Male,21.010476821683277,106.02315261861206,Kathleen Miller
511,511,>30,172.0,other,"san francisco, california",football,Male,21.01368999647116,105.9898421967866,Pamela Winters
512,512,>30,169.0,other,"san francisco, california",tennis,Male,21.178333079428302,105.83318420098364,Troy Ramirez DVM
513,513,25-30,168.0,seller,"san francisco, california",badminton,Male,20.98724863113874,105.92676075346718,Robert Powell
514,514,>30,171.0,doctor,"san francisco, california",table_tenis,Male,21.165461792889403,105.97649779865523,Kayla Price
515,515,>30,172.0,other,"novato, california",tennis,Male,21.357728768258507,105.98953298841975,Jodi Johnson
516,516,>30,168.0,doctor,"san francisco, california",badminton,Male,21.14948428964489,106.02826548905287,Sue Cordova
517,517,>30,172.0,other,"berkeley, california",badminton,Male,20.911950575687612,105.96274699736176,Anthony Johnston
518,518,>30,175.0,developer,"san francisco, california",tennis,Male,20.940610907385334,105.78596362634948,Jennifer Brown
519,519,25-30,167.0,student,"san francisco, california",tennis,Female,21.19046643857171,105.92048100288024,Scott Smith
520,520,>30,168.0,accounting,"san francisco, california",tennis,Male,21.117724108701093,105.77600661787284,Christopher Jordan
521,521,>30,167.0,other,"san francisco, california",football,Female,21.284353303401883,105.92411264412236,Barbara Owens
522,522,25-30,173.0,seller,"san rafael, california",football,Male,21.02951739109596,105.8441079884156,Michael Benitez
523,523,25-30,172.0,other,"san francisco, california",tennis,Male,21.235225810785796,105.8006833923257,Tammy Bridges
524,524,>30,176.0,other,"san francisco, california",tennis,Male,21.077025664115816,105.99277475888319,Brittany Perkins
525,525,>30,168.0,other,"san francisco, california",table_tenis,Female,20.899244872759727,105.90263409276803,April Cook
526,526,>30,172.0,other,"san francisco, california",football,Male,21.228589515695305,105.78116107863906,Kevin Grant
